,title,type,episodes,score,members,favorites,genre,studio,rating,demographic,theme,popularity,source,rank
344,Non Non Biyori: Okinawa e Ikukoto ni Natta,OVA,1,7.62,"55,462",41,Comedy,SILVER LINK.,PG-13 - Teens 13 or older,Seinen,School,#2345,Manga,#1245
345,Ojamajo Doremi Dokkaan!,TV,51,7.62,"13,506",192,Comedy,Toei Animation,G - All Ages,Shoujo,N/A,#4651,Original,#1246
346,Orange,TV,13,7.62,"658,430","5,509",Drama,Telecom Animation Film,PG-13 - Teens 13 or older,Shoujo,School,#211,Manga,#1247
347,Ranma ½: Yomigaeru Kioku,OVA,2,7.62,"16,920",30,Comedy,Gainax,PG-13 - Teens 13 or older,Shounen,N/A,#4265,Manga,#1248
348,Romeo x Juliet,TV,24,7.62,"165,494","1,100",Drama,Gonzo,PG-13 - Teens 13 or older,N/A,Historical,#1040,Book,#1249
349,Shin Tennis no Ouji-sama OVA vs. Genius 10,OVA,10,7.62,"14,438",45,Action,Production I.G,PG-13 - Teens 13 or older,Shounen,N/A,#4536,Manga,#1250
350,Love Live! Nijigasaki Gakuen School Idol Doukoukai,TV,13,7.57,"52,292",811,Slice of Life,Sunrise,PG-13 - Teens 13 or older,N/A,Music,#2426,Other,#1401
351,Love Live! Sunshine!! 2nd Season,TV,13,7.57,"96,379","1,031",Slice of Life,Sunrise,PG-13 - Teens 13 or older,N/A,Music,#1651,Other,#1402
352,Madang-eul Naon Amtalg,Movie,1,7.57,"3,487",14,Adventure,Odolttogi,G - All Ages,Kids,N/A,#7942,Book,#1403
353,Majo Minarai wo Sagashite,Movie,1,7.57,"7,687",15,Comedy,Toei Animation,G - All Ages,Shoujo,N/A,#5849,Original,#1404
354,Mashiro no Oto,TV,12,7.57,"110,949",582,Drama,Shin-Ei Animation,PG-13 - Teens 13 or older,Shounen,Music,#1454,Manga,#1405
355,Minami-ke Okaeri,TV,13,7.57,"61,829",54,Comedy,asread.,PG-13 - Teens 13 or older,N/A,School,#2205,Manga,#1406
356,Mitsudomoe,TV,13,7.57,"95,709",534,Comedy,Bridge,PG-13 - Teens 13 or older,N/A,School,#1660,Manga,#1407
357,Aa! Megami-sama! Movie,Movie,1,7.56,"39,365",87,Comedy,AIC,PG-13 - Teens 13 or older,Seinen,N/A,#2801,Original,#1408
358,Baka to Test to Shoukanjuu,TV,13,7.56,"566,802","5,298",Comedy,SILVER LINK.,PG-13 - Teens 13 or older,N/A,School,#256,Light novel,#1409
359,BanG Dream! Movie: Episode of Roselia - II: Song I Am.,Movie,1,7.56,"3,669",21,Music,SANZIGEN,PG-13 - Teens 13 or older,N/A,Music,#7803,Original,#1410
360,Basilisk: Kouga Ninpou Chou,TV,24,7.56,"165,903","1,280",Action,Gonzo,R - 17+ (violence & profanity),N/A,Historical,#1036,Manga,#1411
361,Black Jack 21,TV,17,7.56,"11,594",52,Action,Tezuka Productions,PG-13 - Teens 13 or older,N/A,N/A,#4967,Unknown,#1412
362,Chuunibyou demo Koi ga Shitai! Ren,TV,12,7.56,"611,642","2,242",Comedy,Kyoto Animation,PG-13 - Teens 13 or older,N/A,School,#232,Light novel,#1413
363,Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita,Special,1,7.56,"127,650",176,Comedy,Bones,R - 17+ (violence & profanity),N/A,Parody,#1321,Original,#1414
364,Densetsu no Yuusha no Densetsu,TV,24,7.56,"262,880","1,836",Action,Zexcs,R - 17+ (violence & profanity),Shounen,N/A,#655,Light novel,#1415
365,Giant Killing,TV,26,7.56,"61,957",331,Drama,Studio Deen,PG-13 - Teens 13 or older,Seinen,N/A,#2203,Manga,#1416
366,Hello! Lady Lynn,TV,36,7.56,"3,498",24,Drama,Toei Animation,G - All Ages,Shoujo,N/A,#7938,Manga,#1417
367,Hokuto no Ken 2,TV,43,7.56,"25,986",110,Action,Toei Animation,R - 17+ (violence & profanity),N/A,Martial Arts,#3507,Manga,#1418
368,Hokuto no Ken: Raoh Gaiden Gekitou-hen,Movie,1,7.56,"8,690",18,Action,Toei Animation,R - 17+ (violence & profanity),N/A,Martial Arts,#5569,Unknown,#1419
369,Initial D Battle Stage,OVA,1,7.56,"30,648",77,Action,Pastel,G - All Ages,Seinen,Cars,#3216,Manga,#1420
370,InuYasha Movie 1: Toki wo Koeru Omoi,Movie,1,7.56,"88,384",126,Action,Kyoto Animation,PG-13 - Teens 13 or older,Shounen,Demons,#1755,Manga,#1421
371,Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,TV,12,7.56,"355,608","2,322",Action,SILVER LINK.,PG-13 - Teens 13 or older,N/A,Game,#466,Light novel,#1422
372,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen OVA,OVA,1,7.56,"138,690",388,Comedy,A-1 Pictures,PG-13 - Teens 13 or older,Seinen,School,#1241,Manga,#1423
373,"Katekyo Hitman Reborn! Vongola Family Soutoujou! Vongola Shiki Shuugakuryokou, Kuru!!",ONA,1,7.56,"26,994",95,Comedy,Artland,PG-13 - Teens 13 or older,Shounen,N/A,#3430,Manga,#1424
374,Kidou Keisatsu Patlabor: New OVA,OVA,16,7.56,"8,357",25,Comedy,Sunrise,PG-13 - Teens 13 or older,N/A,Mecha,#5661,Original,#1425
375,Kuroko no Basket: Baka ja Katenai no yo!,OVA,1,7.56,"46,188",34,Comedy,Production I.G,PG-13 - Teens 13 or older,Shounen,School,#2582,Unknown,#1426
376,Mitsudomoe: Oppai Ippai Mama Genki,Special,1,7.56,"16,940",15,Comedy,Bridge,PG-13 - Teens 13 or older,N/A,School,#4260,Unknown,#1427
377,Mobile Fighter G Gundam,TV,49,7.56,"59,233",846,Adventure,Sunrise,PG-13 - Teens 13 or older,N/A,Martial Arts,#2245,Original,#1428
378,One Piece Movie 4: Dead End no Bouken,Movie,1,7.56,"79,659",45,Action,Toei Animation,PG-13 - Teens 13 or older,Shounen,Super Power,#1882,Manga,#1429
379,Patapata Hikousen no Bouken,TV,26,7.56,"6,709",61,Adventure,Telecom Animation Film,PG-13 - Teens 13 or older,N/A,N/A,#6181,Novel,#1430
380,Persona 3 the Movie 1: Spring of Birth,Movie,1,7.56,"100,373",451,Action,AIC ASTA,R - 17+ (violence & profanity),N/A,N/A,#1595,Game,#1431
381,Re:Creators,TV,22,7.56,"404,631","2,896",Action,TROYCA,R - 17+ (violence & profanity),N/A,Mecha,#397,Original,#1432
382,Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow,Movie,1,7.56,"234,291",530,Drama,White Fox,PG-13 - Teens 13 or older,N/A,N/A,#751,Light novel,#1433
383,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,Movie,1,7.56,"46,478",84,Drama,Gallop,R - 17+ (violence & profanity),Shounen,Historical,#2574,Manga,#1434
384,Tada-kun wa Koi wo Shinai,TV,13,7.56,"226,307",991,Comedy,Doga Kobo,PG-13 - Teens 13 or older,N/A,N/A,#774,Original,#1435
385,Tonari no Seki-kun,TV,21,7.56,"193,457",553,Comedy,Shin-Ei Animation,G - All Ages,Seinen,School,#911,Manga,#1436
386,Towa no Quon 4: Guren no Shoushin,Movie,1,7.56,"32,521",12,Action,Bones,PG-13 - Teens 13 or older,N/A,Super Power,#3127,Original,#1437
387,Wu Geng Ji Zhi Tianqi,ONA,42,7.56,"2,470",12,Action,Sparkly Key Animation Studio,PG-13 - Teens 13 or older,N/A,Historical,#8829,Manga,#1438
388,Yama no Susume: Third Season,TV,13,7.56,"18,455",56,Adventure,8bit,PG-13 - Teens 13 or older,N/A,N/A,#4097,Manga,#1439
389,"Yondemasu yo, Azazel-san. Z",TV,13,7.56,"33,276",52,Comedy,Production I.G,R - 17+ (violence & profanity),N/A,Demons,#3083,Manga,#1440
390,Ongaku,Movie,1,7.55,"5,706",50,Slice of Life,add some,PG-13 - Teens 13 or older,N/A,Music,#6605,Manga,#1441
391,Planetarian: Chiisana Hoshi no Yume,ONA,5,7.55,"83,032",388,Drama,David Production,PG-13 - Teens 13 or older,N/A,N/A,#1822,Visual novel,#1442
392,Saki Achiga-hen: Episode of Side-A Specials,Special,4,7.55,"12,984",21,Slice of Life,Studio Gokumi,PG-13 - Teens 13 or older,N/A,Game,#4711,Manga,#1443
393,Shin Tennis no Ouji-sama,TV,13,7.55,"53,521",191,Action,Production I.G,PG-13 - Teens 13 or older,Shounen,N/A,#2391,Manga,#1444
394,Shoukoku no Altair,TV,24,7.55,"63,524",246,Adventure,MAPPA,PG-13 - Teens 13 or older,Shounen,Historical,#2165,Manga,#1445
395,So Ra No Wo To,TV,12,7.55,"144,221","1,370",Sci-Fi,A-1 Pictures,PG-13 - Teens 13 or older,N/A,Military,#1202,Original,#1446
396,Sword Art Online: Alicization,TV,24,7.55,"799,706","6,110",Action,A-1 Pictures,R - 17+ (violence & profanity),N/A,Game,#145,Light novel,#1447
397,Tamayura: More Aggressive,TV,12,7.55,"18,029",67,Comedy,TYO Animations,G - All Ages,N/A,N/A,#4151,Original,#1448
398,To LOVE-Ru Darkness 2nd OVA,OVA,3,7.55,"71,783",128,Comedy,Xebec,R+ - Mild Nudity,Shounen,Harem,#1985,Manga,#1449
399,Yama no Susume: Second Season,TV,24,7.55,"27,700",125,Adventure,8bit,PG-13 - Teens 13 or older,N/A,N/A,#3389,Manga,#1450
400,High School DxD New,TV,12,7.51,"767,969","4,197",Action,TNK,R+ - Mild Nudity,N/A,Demons,#153,Light novel,#1601
401,Huyao Xiao Hongniang: Beishan Yaodi,ONA,8,7.51,"7,381",6,Comedy,Haoliners Animation League,PG-13 - Teens 13 or older,N/A,Historical,#5957,Manga,#1602
402,Kakuriyo no Yadomeshi,TV,26,7.51,"122,617",907,Drama,Gonzo,PG-13 - Teens 13 or older,N/A,Demons,#1360,Novel,#1603
403,Kaleido Star: Aratanaru Tsubasa - Extra Stage,OVA,1,7.51,"13,015",12,Adventure,Gonzo,PG - Children,Shoujo,N/A,#4710,Original,#1604
404,KanColle Movie,Movie,1,7.51,"35,454",179,Action,Diomedéa,PG-13 - Teens 13 or older,N/A,Military,#2975,Game,#1605
405,Karakai Jouzu no Takagi-san: Water Slide,OVA,1,7.51,"67,511",148,Comedy,Shin-Ei Animation,PG-13 - Teens 13 or older,Shounen,N/A,#2076,Manga,#1606
406,Kidou Senkan Nadesico,TV,26,7.51,"46,517",404,Action,Xebec,PG-13 - Teens 13 or older,Shounen,Mecha,#2576,Original,#1607
407,Koutetsujou no Kabaneri Movie 1: Tsudou Hikari,Movie,1,7.51,"37,106",35,Action,Wit Studio,R - 17+ (violence & profanity),N/A,N/A,#2904,Original,#1608
408,Koutetsujou no Kabaneri Movie 2: Moeru Inochi,Movie,1,7.51,"36,662",35,Action,Wit Studio,R - 17+ (violence & profanity),N/A,N/A,#2920,Original,#1609
409,Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,Movie,1,7.50,"198,549",428,Action,Studio Pierrot,PG-13 - Teens 13 or older,Shounen,Super Power,#887,Manga,#1610
410,Chuunibyou demo Koi ga Shitai!: Kirameki no... Slapstick Noel,Special,1,7.50,"190,139",151,Comedy,Kyoto Animation,PG-13 - Teens 13 or older,N/A,School,#927,Light novel,#1611
411,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,Movie,1,7.50,"119,831",179,Action,Sunrise,R - 17+ (violence & profanity),N/A,Mecha,#1379,Original,#1612
412,Detective Conan OVA 04: Conan and Kid and Crystal Mother,OVA,1,7.50,"15,549",2,Adventure,TMS Entertainment,PG-13 - Teens 13 or older,Shounen,Police,#4410,Manga,#1613
413,Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,Movie,1,7.50,"6,066",7,Adventure,Shin-Ei Animation,PG - Children,N/A,N/A,#6447,Unknown,#1614
414,Gochuumon wa Usagi Desu ka?,TV,12,7.50,"202,340","1,978",Comedy,White Fox,PG-13 - Teens 13 or older,N/A,N/A,#859,4-koma manga,#1615
415,Golden Kamuy 2nd Season OVA,OVA,3,7.50,"16,400",11,Action,Geno Studio,R - 17+ (violence & profanity),Seinen,Historical,#4325,Manga,#1616
416,Hanbun no Tsuki ga Noboru Sora,TV,6,7.50,"91,939",464,Comedy,Group TAC,PG-13 - Teens 13 or older,N/A,N/A,#1702,Light novel,#1617
417,Heppoko Jikken Animation Excel♥Saga,TV,26,7.50,"97,601",869,Comedy,J.C.Staff,R - 17+ (violence & profanity),Shounen,Parody,#1634,Manga,#1618
418,Hetalia World Series Specials,Special,4,7.50,"22,526",33,Comedy,Studio Deen,PG-13 - Teens 13 or older,N/A,Historical,#3745,Web manga,#1619
419,Hitoribocchi no Marumaru Seikatsu,TV,12,7.50,"173,796","1,032",Comedy,C2C,PG-13 - Teens 13 or older,Shounen,School,#992,4-koma manga,#1620
420,Initial D: Project D to the Next Stage - Project D e Mukete,Special,1,7.50,"8,817",2,Action,add some,PG-13 - Teens 13 or older,Seinen,Cars,#5548,Manga,#1621
421,Ishuzoku Reviewers,TV,12,7.50,"374,523","8,284",Comedy,Passione,R+ - Mild Nudity,N/A,N/A,#437,Manga,#1622
422,Jiang Ziya,Movie,1,7.50,"5,004",14,Action,Beijing Enlight Pictures,PG - Children,N/A,N/A,#6943,Novel,#1623
423,Kara no Kyoukai 6: Boukyaku Rokuon,Movie,1,7.50,"166,124",167,Action,ufotable,R - 17+ (violence & profanity),N/A,N/A,#1034,Light novel,#1624
424,Koukaku Kidoutai Arise: Ghost in the Shell - Border:2 Ghost Whispers,Movie,1,7.50,"45,423",38,Sci-Fi,Production I.G,R - 17+ (violence & profanity),N/A,Mecha,#2604,Manga,#1625
425,Ling Qi 2,TV,12,7.50,"36,255",175,Action,Haoliners Animation League,PG-13 - Teens 13 or older,N/A,N/A,#2939,Web manga,#1626
426,Little Busters!,TV,26,7.50,"257,144","1,756",Comedy,J.C.Staff,PG-13 - Teens 13 or older,N/A,School,#677,Visual novel,#1627
427,Mekakucity Days,Music,5,7.50,"8,870",67,Sci-Fi,add some,PG-13 - Teens 13 or older,N/A,Music,#5520,Music,#1628
428,Minami-ke Betsubara,OVA,1,7.50,"27,768",10,Comedy,asread.,PG-13 - Teens 13 or older,N/A,N/A,#3381,Manga,#1629
429,Nanbaka 2,ONA,12,7.50,"108,180",316,Action,Satelight,PG-13 - Teens 13 or older,N/A,N/A,#1483,Web manga,#1630
430,Ningen Shikkaku: Director's Cut-ban,Movie,1,7.50,"9,189",36,Drama,Madhouse,R - 17+ (violence & profanity),Seinen,Historical,#5434,Novel,#1631
431,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,TV,12,7.50,"322,053","2,208",Comedy,SILVER LINK.,PG-13 - Teens 13 or older,Shoujo,Harem,#520,Light novel,#1632
432,Persona 4 the Animation: No One is Alone,Special,1,7.50,"41,777",30,Adventure,AIC ASTA,PG-13 - Teens 13 or older,N/A,School,#2700,Game,#1633
433,Sayonara Zetsubou Sensei Special,Special,1,7.50,"16,521",6,Comedy,Shaft,R - 17+ (violence & profanity),Shounen,Parody,#4312,Manga,#1634
434,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai Picture Drama,Special,5,7.50,"63,164",253,Comedy,CloverWorks,PG-13 - Teens 13 or older,N/A,N/A,#2177,Light novel,#1635
435,Shingeki no Kyojin Season 3 Specials,Special,7,7.50,"23,846",38,Comedy,add some,G - All Ages,Shounen,Parody,#3651,Manga,#1636
436,Shokugeki no Souma: Ni no Sara OVA,OVA,2,7.50,"136,679",106,Gourmet,J.C.Staff,PG-13 - Teens 13 or older,Shounen,School,#1258,Manga,#1637
437,Tasogare Otome x Amnesia: Taima Otome,Special,1,7.50,"69,837",93,Horror,SILVER LINK.,R - 17+ (violence & profanity),Shounen,School,#2018,Manga,#1638
438,"Momoko, Kaeru no Uta ga Kikoeru yo.",Movie,1,7.49,"3,414",16,Drama,add some,G - All Ages,N/A,School,#7993,Book,#1639
439,"One Piece Movie 9: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura",Movie,1,7.49,"52,964",17,Action,Toei Animation,PG-13 - Teens 13 or older,Shounen,Super Power,#2406,Manga,#1640
440,Owari no Seraph,TV,12,7.49,"1,055,354","10,998",Action,Wit Studio,R - 17+ (violence & profanity),Shounen,Military,#89,Manga,#1641
441,Precure All Stars Movie DX3: Mirai ni Todoke! Sekai wo Tsunagu☆Nijiiro no Hana,Movie,1,7.49,"5,095",15,Action,Toei Animation,G - All Ages,Shoujo,N/A,#6885,Original,#1642
442,Psycho-Pass 3,TV,8,7.49,"210,056",407,Action,Production I.G,R - 17+ (violence & profanity),N/A,Police,#830,Original,#1643
443,Rakudai Kishi no Cavalry,TV,12,7.49,"753,536","7,425",Action,SILVER LINK.,R - 17+ (violence & profanity),N/A,School,#158,Light novel,#1644
444,Saint☆Oniisan,OVA,2,7.49,"82,848",242,Comedy,A-1 Pictures,PG-13 - Teens 13 or older,Seinen,N/A,#1827,Manga,#1645
445,Shakugan no Shana,TV,24,7.49,"487,138","4,809",Action,J.C.Staff,PG-13 - Teens 13 or older,N/A,School,#327,Light novel,#1646
446,Shinryaku!! Ika Musume,OVA,3,7.49,"23,685",12,Comedy,Diomedéa,PG-13 - Teens 13 or older,Shounen,N/A,#3665,Manga,#1647
447,Shinryaku!? Ika Musume,TV,12,7.49,"84,440",143,Comedy,Diomedéa,PG-13 - Teens 13 or older,Shounen,N/A,#1800,Manga,#1648
448,Tanoshii Muumin Ikka Bouken Nikki,TV,26,7.49,"5,389",14,Adventure,Telescreen,G - All Ages,Kids,N/A,#6747,Book,#1649
449,Waga Seishun no Arcadia,Movie,1,7.49,"8,729",80,Action,Toei Animation,PG-13 - Teens 13 or older,N/A,Space,#5561,Unknown,#1650
450,Ansatsu Kyoushitsu: Deai no Jikan,Special,1,7.44,"112,938",203,Action,Lerche,PG-13 - Teens 13 or older,Shounen,School,#1437,Manga,#1801
451,Aura: Maryuuin Kouga Saigo no Tatakai,Movie,1,7.44,"70,903",349,Drama,AIC ASTA,R+ - Mild Nudity,N/A,School,#2012,Light novel,#1802
452,Bleach Movie 1: Memories of Nobody,Movie,1,7.44,"237,261",513,Action,Studio Pierrot,PG-13 - Teens 13 or older,Shounen,Super Power,#734,Manga,#1803
453,Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,Movie,1,7.44,"210,302",451,Action,Studio Pierrot,PG-13 - Teens 13 or older,Shounen,Super Power,#829,Manga,#1804
454,Brave Story,Movie,1,7.44,"38,970",152,Action,Gonzo,G - All Ages,Kids,N/A,#2817,Novel,#1805
455,City Hunter Movie: Shinjuku Private Eyes,Movie,1,7.44,"9,132",23,Action,Sunrise,PG-13 - Teens 13 or older,Shounen,N/A,#5446,Manga,#1806
456,Cowboy Bebop: Yose Atsume Blues,Special,1,7.44,"40,220",70,Action,Sunrise,R - 17+ (violence & profanity),N/A,Space,#2763,Original,#1807
457,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,TV,11,7.44,"262,725","2,097",Action,Lerche,R - 17+ (violence & profanity),N/A,Psychological,#656,Game,#1808
458,Detective Conan Magic File 3: Shinichi and Ran - Memories of Mahjong Tiles and Tanabata,OVA,1,7.44,"11,116",12,Mystery,TMS Entertainment,PG-13 - Teens 13 or older,Shounen,N/A,#5036,Unknown,#1809
459,Detective Conan: Black History 2,Special,1,7.44,"5,164",2,Adventure,TMS Entertainment,PG-13 - Teens 13 or older,Shounen,Police,#6848,Unknown,#1810
460,Doupo Cangqiong Specials,ONA,2,7.44,"2,688",12,Action,add some,PG-13 - Teens 13 or older,N/A,Demons,#8614,Novel,#1811
461,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Movie: Orion no Ya,Movie,1,7.44,"166,095",389,Action,J.C.Staff,PG-13 - Teens 13 or older,N/A,N/A,#1035,Light novel,#1812
462,Gintama: Monster Strike-hen,ONA,2,7.44,"11,447",15,Action,Bandai Namco Pictures,PG-13 - Teens 13 or older,N/A,Parody,#4995,Manga,#1813
463,Grappler Baki (TV),TV,24,7.44,"87,904",499,Action,Group TAC,PG-13 - Teens 13 or older,Shounen,Martial Arts,#1765,Manga,#1814
464,Hal,Movie,1,7.44,"123,910",331,Drama,Wit Studio,PG-13 - Teens 13 or older,N/A,N/A,#1346,Original,#1815
465,Huyao Xiao Hongniang: Zhu Ye,ONA,12,7.44,"4,107",15,Comedy,Haoliners Animation League,PG-13 - Teens 13 or older,N/A,Historical,#7516,Manga,#1816
466,Idoly Pride,TV,12,7.44,"42,429",367,Music,Lerche,PG-13 - Teens 13 or older,N/A,Music,#2692,Original,#1817
467,Itte.,Music,1,7.44,"1,987",4,Music,add some,G - All Ages,N/A,Music,#9394,Original,#1818
468,K: Seven Stories Movie 4 - Lost Small World - Ori no Mukou ni,Movie,1,7.44,"16,791",25,Action,GoHands,PG-13 - Teens 13 or older,N/A,Super Power,#4281,Light novel,#1819
469,Kemono Jihen,TV,12,7.44,"259,307","1,759",Action,Ajia-Do,R - 17+ (violence & profanity),Shounen,Demons,#674,Manga,#1820
470,Kuroshitsuji II Specials,Special,6,7.44,"110,247",339,Comedy,A-1 Pictures,PG-13 - Teens 13 or older,Shounen,Parody,#1463,Manga,#1821
471,Level E,TV,13,7.44,"85,854",320,Comedy,Studio Pierrot,R - 17+ (violence & profanity),Shounen,N/A,#1784,Manga,#1822
472,Lilac,Music,1,7.44,"3,794",8,Music,add some,PG-13 - Teens 13 or older,N/A,Music,#7720,Original,#1823
473,Love Stage!!: Chotto ja Nakutte,OVA,1,7.44,"54,524",55,Boys Love,J.C.Staff,PG-13 - Teens 13 or older,N/A,N/A,#2368,Manga,#1824
474,Mahou Sensei Negima!: Shiroki Tsubasa Ala Alba,OVA,3,7.44,"28,661",58,Adventure,Shaft,PG-13 - Teens 13 or older,Shounen,Harem,#3326,Manga,#1825
475,Mai-HiME,TV,26,7.44,"105,438","1,136",Action,Sunrise,PG-13 - Teens 13 or older,N/A,Mecha,#1518,Original,#1826
476,Major 2nd (TV),TV,25,7.44,"28,303",71,Comedy,OLM,PG-13 - Teens 13 or older,Shounen,N/A,#3345,Manga,#1827
477,Orange: Mirai,Movie,1,7.44,"108,653",183,Drama,Telecom Animation Film,PG-13 - Teens 13 or older,Shoujo,School,#1480,Manga,#1828
478,Oshi ga Budoukan Ittekuretara Shinu,TV,12,7.44,"33,226",234,Comedy,8bit,PG-13 - Teens 13 or older,Seinen,Music,#3093,Manga,#1829
479,Paniponi Dash!,TV,26,7.44,"56,042",380,Comedy,Shaft,PG-13 - Teens 13 or older,N/A,Parody,#2326,Manga,#1830
480,PriPara,TV,140,7.44,"17,917",342,Slice of Life,Tatsunoko Production,PG - Children,Shoujo,Music,#4163,Game,#1831
481,Sayonara Zetsubou Sensei Jo: Zoku Zetsubou Shoujo Senshuu,Special,1,7.44,"9,736",7,Comedy,Shaft,PG-13 - Teens 13 or older,N/A,Parody,#5304,Manga,#1832
482,Shingeki no Bahamut: Virgin Soul,TV,24,7.44,"206,107",872,Action,MAPPA,R - 17+ (violence & profanity),N/A,Demons,#849,Card game,#1833
483,Shinreigari,TV,22,7.44,"129,343",709,Mystery,Production I.G,PG-13 - Teens 13 or older,N/A,Psychological,#1310,Original,#1834
484,Shinryaku! Ika Musume,TV,12,7.44,"171,414",907,Comedy,Diomedéa,PG-13 - Teens 13 or older,Shounen,N/A,#1008,Manga,#1835
485,Shiroi Suna no Aquatope,TV,24,7.44,"112,050",642,Slice of Life,P.A. Works,PG-13 - Teens 13 or older,N/A,N/A,#1443,Original,#1836
486,Simoun,TV,26,7.44,"37,971",399,Drama,Studio Deen,PG-13 - Teens 13 or older,N/A,Military,#2858,Original,#1837
487,Soredemo Machi wa Mawatteiru,TV,12,7.44,"53,969",193,Comedy,Shaft,PG-13 - Teens 13 or older,Seinen,N/A,#2382,Manga,#1838
488,Star Wars: Visions,ONA,9,7.44,"34,901",234,Action,Production I.G,None,N/A,Military,#2994,Other,#1839
489,Sword Art Online: Alicization - War of Underworld 2nd Season,TV,11,7.44,"422,907","2,608",Action,A-1 Pictures,R - 17+ (violence & profanity),N/A,Game,#379,Light novel,#1840
490,"Tamayura: More Aggressive - Tsuitachi dake no Shuugakuryokou, Nanode",Special,1,7.44,"5,015",1,Comedy,TYO Animations,G - All Ages,N/A,N/A,#6936,Original,#1841
491,Tetsuwan Birdy Decode,TV,13,7.44,"85,303",354,Action,A-1 Pictures,PG-13 - Teens 13 or older,N/A,N/A,#1789,Manga,#1842
492,Toradora!: Bentou no Gokui,Special,1,7.44,"154,779",120,Comedy,J.C.Staff,PG-13 - Teens 13 or older,N/A,School,#1126,Light novel,#1843
493,Mobile Suit Gundam Wing: Operation Meteor,OVA,4,7.43,"10,070",17,Action,Sunrise,PG-13 - Teens 13 or older,N/A,Mecha,#5246,Original,#1844
494,One Punch Man 2nd Season,TV,12,7.43,"1,243,928","4,900",Action,J.C.Staff,R - 17+ (violence & profanity),N/A,Parody,#68,Web manga,#1845
495,Rozen Maiden,TV,12,7.43,"185,223","1,797",Action,Nomad,PG-13 - Teens 13 or older,Seinen,N/A,#949,Manga,#1846
496,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,TV,12,7.43,"187,147",824,Drama,TROYCA,R - 17+ (violence & profanity),N/A,N/A,#939,Novel,#1847
497,Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu,Special,1,7.43,"15,341",12,Comedy,Shaft,PG-13 - Teens 13 or older,N/A,Parody,#4436,Manga,#1848
498,Senki Zesshou Symphogear GX,TV,13,7.43,"40,630",324,Action,Satelight,PG-13 - Teens 13 or older,N/A,Music,#2746,Original,#1849
499,Tenchi Muyou!,TV,26,7.43,"66,934",517,Comedy,AIC,PG-13 - Teens 13 or older,Shounen,Harem,#2090,Original,#1850
500,Kaze no Shoujo Emily,TV,26,7.39,"6,100",16,Drama,TMS Entertainment,G - All Ages,Shoujo,Historical,#6416,Novel,#2001
501,Kekkai Sensen: Ousama no Restaurant no Ousama,OVA,1,7.39,"35,482",17,Action,Bones,R - 17+ (violence & profanity),Shounen,Super Power,#2972,Manga,#2002
502,Kore wa Zombie Desu ka?,TV,12,7.39,"561,540","2,974",Action,Studio Deen,R - 17+ (violence & profanity),N/A,Harem,#261,Light novel,#2003
503,Love Live! Sunshine!!,TV,13,7.39,"154,532","2,630",Slice of Life,Sunrise,PG-13 - Teens 13 or older,N/A,Music,#1127,Other,#2004
504,Mahoutsukai Precure! Movie: Kiseki no Henshin! Cure Mofurun!,Movie,1,7.39,"2,770",3,Action,Toei Animation,G - All Ages,Shoujo,School,#8514,Original,#2005
505,Mi Yu Xing Zhe,ONA,12,7.39,"14,059",53,Mystery,Thundray,R - 17+ (violence & profanity),N/A,Psychological,#4585,Web manga,#2006
506,Akazukin Chacha,TV,74,7.38,"12,832",77,Adventure,Gallop,G - All Ages,Shoujo,N/A,#4735,Manga,#2007
507,Amanchu!: Yakusoku no Natsu to Atarashii Omoide no Koto,OVA,1,7.38,"14,565",6,Comedy,J.C.Staff,PG-13 - Teens 13 or older,Shounen,School,#4515,Manga,#2008
508,Ao no Exorcist: Kyoto Fujouou-hen,TV,12,7.38,"618,214","1,380",Action,A-1 Pictures,PG-13 - Teens 13 or older,Shounen,Demons,#226,Manga,#2009
509,Aoki Hagane no Arpeggio: Ars Nova,TV,12,7.38,"137,437",876,Action,SANZIGEN,PG-13 - Teens 13 or older,Seinen,N/A,#1249,Manga,#2010
510,Bishoujo Senshi Sailor Moon SuperS Specials,Special,3,7.38,"20,694",17,Romance,Toei Animation,PG-13 - Teens 13 or older,Shoujo,N/A,#3909,Manga,#2011
